,Ano Mes,Local de instalação,HH,Quantidade de Acidentes,Quantidade de Acidentes de Alto Potencial,Binario Acidentes de Alto Potencial
335,2020-05,S-S-CGR,192.88546058818483,0.0,0.0,0.0
336,2020-05,S-S-CBA,348.16934749780097,0.0,0.0,0.0
337,2020-05,S-S-NPR2,25.708571428571425,0.0,0.0,0.0
338,2020-05,S-E-RVE,0.2,0.0,0.0,0.0
339,2020-05,S-U-UHBC,264.42722490205995,0.0,0.0,0.0
340,2020-05,S-S-SID,199.28482355484056,0.0,0.0,0.0
341,2020-05,S-S-CHA,114.01978106184988,0.0,0.0,0.0
342,2020-05,S-S-TPR2,104.57449392712552,0.0,0.0,0.0
343,2020-05,S-S-YTA,232.71135155399625,0.0,0.0,0.0
344,2020-05,S-S-IJU2,99.6474358974358,0.0,0.0,0.0
345,2020-05,S-S-JLA,162.69412698412694,0.0,0.0,0.0
346,2020-05,S-S-JLB,133.78026951321064,0.0,0.0,0.0
347,2020-05,S-S-LON,616.4558740462244,0.0,0.0,0.0
348,2020-05,S-S-PAL,327.8111194361194,0.0,0.0,0.0
349,2020-05,S-S-CMO,191.1097681425434,0.0,0.0,0.0
350,2020-05,S-E-CCA,0.32,0.0,0.0,0.0
351,2020-05,S-S-LIV2,32.12654244306417,0.0,0.0,0.0
352,2020-05,S-S-LNA,19.972619047619045,0.0,0.0,0.0
353,2020-05,S-E-SEDE,10.978571428571428,0.0,0.0,0.0
354,2020-05,S-S-ASS,276.6003510738669,0.0,0.0,0.0
355,2020-05,S-S-ITA,108.58025000000016,0.0,0.0,0.0
356,2020-05,S-S-STA,141.13480769230773,0.0,0.0,0.0
357,2020-05,S-S-PFU,173.97134920634926,0.0,0.0,0.0
358,2020-05,S-E-CMCBA,0.968627450980392,0.0,0.0,0.0
359,2020-05,S-S-SOS,321.0757117882114,0.0,0.0,0.0
360,2020-05,S-E-EMP,9.45229885057471,0.0,0.0,0.0
361,2020-05,S-S-FCO,68.55520358429449,0.0,0.0,0.0
362,2020-05,S-S-CAN,126.0926373626374,0.0,0.0,0.0
363,2020-05,S-S-LGR,615.7765273993667,0.0,0.0,0.0
364,2020-05,S-S-NSR,318.4682621303182,0.0,0.0,0.0
365,2020-05,S-S-VIN,48.49340336134454,0.0,0.0,0.0
366,2020-05,S-S-MCH,44.14052197802206,0.0,0.0,0.0
367,2020-05,S-E-RXA,1.1428571428571428,0.0,0.0,0.0
368,2020-05,S-S-DOU,153.45351946033765,0.0,0.0,0.0
369,2020-05,S-S-GAS2,30.572198879551816,0.0,0.0,0.0
370,2020-05,S-U-UHPJ,477.4994202452268,0.0,0.0,0.0
371,2020-05,S-S-ROQ,17.833333333333332,0.0,0.0,0.0
372,2020-05,S-S-QUI,56.19999999999999,0.0,0.0,0.0
373,2020-05,S-S-DRO,68.24375000000006,0.0,0.0,0.0
374,2020-05,S-S-PIN2,54.89640200379331,0.0,0.0,0.0
375,2020-05,S-U-UHJB,211.40332107044185,0.0,0.0,0.0
376,2020-05,S-E-UNI,20.6,0.0,0.0,0.0
377,2020-05,S-S-SEDE,26.801098901098896,0.0,0.0,0.0
378,2020-05,S-S-RCO,110.15006105006115,0.0,0.0,0.0
379,2020-05,S-S-MCL,75.00796667978487,0.0,0.0,0.0
380,2020-05,S-S-CVO,30.25546558704453,0.0,0.0,0.0
381,2020-05,S-S-ATL2,116.49152658152676,0.0,0.0,0.0
382,2020-05,S-E-PAU,1.4666666666666666,0.0,0.0,0.0
383,2020-05,S-S-ITJ,333.41026681452547,0.0,0.0,0.0
384,2020-05,S-S-GUA,0.6136363636363636,0.0,0.0,0.0
385,2020-05,S-S-CUR,556.8512135176641,0.0,0.0,0.0
386,2020-05,S-E-AGL,0.2703703703703703,0.0,0.0,0.0
387,2020-05,S-S-GUO,9.647058823529411,0.0,0.0,0.0
388,2020-05,S-S-LIV3,0.0,0.0,0.0,0.0
389,2020-05,S-E-RCA,29.866666666666664,0.0,0.0,0.0
390,2020-05,S-S-SSA,167.95066536466015,0.0,0.0,0.0
391,2020-05,S-S-ARE,686.5115083896657,0.0,0.0,0.0
392,2020-05,S-E-SJO,8.7,0.0,0.0,0.0
393,2020-05,S-E-RCH,76.22307692307692,0.0,0.0,0.0
